"Title","Well-being: happiness yesterday"
"Location","UK"
"Time period","2012 to 2016"
"Data source","Office for National Statistics"
"Data source link","https://www.ons.gov.uk/peoplepopulationandcommunity/wellbeing/datasets/measuringnationalwellbeinghappiness"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","2018-03-02"
"Measure","Year","Ethnicity","Sex","NS-SEC","Threshold","Mean","Percentage","Upper Confidence Interval","Lower Confidence Interval","Sample Size"
"Happiness","2016","Other ethnic group","All","All","All","7.62","N/A","7.76","7.48","1220"
"Happiness","2012","Pakistani","All","All","All","7.16","N/A","7.31","7.01","1560"
"Happiness","2013","Pakistani","All","All","All","7.18","N/A","7.34","7.02","1540"
"Happiness","2014","Pakistani","All","All","All","7.39","N/A","7.53","7.25","1660"
"Happiness","2015","Pakistani","All","All","All","7.53","N/A","7.68","7.39","1540"
"Happiness","2016","Pakistani","All","All","All","7.5","N/A","7.65","7.36","1560"
"Happiness","2012","All","All","All","All","7.31","N/A","7.32","7.29","165740"
"Happiness","2013","All","All","All","All","7.37","N/A","7.38","7.35","165490"
"Happiness","2014","All","All","All","All","7.44","N/A","7.46","7.43","165040"
"Happiness","2015","All","All","All","All","7.48","N/A","7.49","7.47","160610"
"Happiness","2016","All","All","All","All","7.49","N/A","7.51","7.48","149920"
"Happiness","2012","White","All","All","All","7.32","N/A","7.33","7.3","153310"
"Happiness","2013","White","All","All","All","7.38","N/A","7.39","7.36","153140"
"Happiness","2014","White","All","All","All","7.45","N/A","7.46","7.43","152160"
"Happiness","2015","White","All","All","All","7.48","N/A","7.5","7.47","148040"
"Happiness","2016","White","All","All","All","7.49","N/A","7.51","7.47","137750"
"Happiness","2012","Arab","All","All","High (7-8)","N/A","42.75","49.91","35.58","-"
"Happiness","2012","Arab","All","All","Low (0-4)","N/A","13.71","18.38","9.04","-"
"Happiness","2012","Arab","All","All","Medium (5-6)","N/A","19.82","24.99","14.65","-"
"Happiness","2012","Arab","All","All","Very High (9-10)","N/A","23.73","29.09","18.37","-"
"Happiness","2013","Arab","All","All","High (7-8)","N/A","41.02","47.26","34.78","-"
"Happiness","2013","Arab","All","All","Low (0-4)","N/A","15","20.05","9.96","-"
"Happiness","2013","Arab","All","All","Medium (5-6)","N/A","20.7","25.77","15.63","-"
"Happiness","2013","Arab","All","All","Very High (9-10)","N/A","23.28","28.98","17.58","-"
"Happiness","2014","Arab","All","All","High (7-8)","N/A","44.34","50.77","37.92","-"
"Happiness","2014","Arab","All","All","Low (0-4)","N/A","11.56","15.38","7.73","-"
"Happiness","2014","Arab","All","All","Medium (5-6)","N/A","17.81","23.13","12.48","-"
"Happiness","2014","Arab","All","All","Very High (9-10)","N/A","26.29","31.86","20.73","-"
"Happiness","2015","Arab","All","All","High (7-8)","N/A","39.11","45.6","32.61","-"
"Happiness","2015","Arab","All","All","Low (0-4)","N/A","?","?","?","-"
"Happiness","2015","Arab","All","All","Medium (5-6)","N/A","18.53","23.95","13.11","-"
"Happiness","2015","Arab","All","All","Very High (9-10)","N/A","31.89","38.13","25.66","-"
"Happiness","2016","Arab","All","All","High (7-8)","N/A","39","45.14","32.86","-"
"Happiness","2016","Arab","All","All","Low (0-4)","N/A","9.65","12.96","6.34","-"
"Happiness","2016","Arab","All","All","Medium (5-6)","N/A","17.93","22.49","13.36","-"
"Happiness","2016","Arab","All","All","Very High (9-10)","N/A","33.42","40.47","26.37","-"
"Happiness","2012","Bangladeshi","All","All","High (7-8)","N/A","32.59","37.34","27.85","-"
"Happiness","2012","Bangladeshi","All","All","Low (0-4)","N/A","10.35","14.28","6.42","-"
"Happiness","2012","Bangladeshi","All","All","Medium (5-6)","N/A","23.64","27.9","19.37","-"
"Happiness","2012","Bangladeshi","All","All","Very High (9-10)","N/A","33.42","38.38","28.46","-"
"Happiness","2013","Bangladeshi","All","All","High (7-8)","N/A","39.76","44.84","34.67","-"
"Happiness","2013","Bangladeshi","All","All","Low (0-4)","N/A","6.7","9.08","4.32","-"
"Happiness","2013","Bangladeshi","All","All","Medium (5-6)","N/A","18.51","22.07","14.95","-"
"Happiness","2013","Bangladeshi","All","All","Very High (9-10)","N/A","35.04","39.93","30.15","-"
"Happiness","2014","Bangladeshi","All","All","High (7-8)","N/A","35.71","41.39","30.03","-"
"Happiness","2014","Bangladeshi","All","All","Low (0-4)","N/A","5.64","7.69","3.59","-"
"Happiness","2014","Bangladeshi","All","All","Medium (5-6)","N/A","20.79","25.08","16.49","-"
"Happiness","2014","Bangladeshi","All","All","Very High (9-10)","N/A","37.86","42.94","32.79","-"
"Happiness","2015","Bangladeshi","All","All","High (7-8)","N/A","37.52","42.42","32.61","-"
"Happiness","2015","Bangladeshi","All","All","Low (0-4)","N/A","8.88","11.83","5.92","-"
"Happiness","2015","Bangladeshi","All","All","Medium (5-6)","N/A","19.38","23.36","15.4","-"
"Happiness","2015","Bangladeshi","All","All","Very High (9-10)","N/A","34.23","39.24","29.21","-"
"Happiness","2016","Bangladeshi","All","All","High (7-8)","N/A","35.25","40.12","30.38","-"
"Happiness","2016","Bangladeshi","All","All","Low (0-4)","N/A","7.43","10.03","4.82","-"
"Happiness","2016","Bangladeshi","All","All","Medium (5-6)","N/A","20.07","24.03","16.11","-"
"Happiness","2016","Bangladeshi","All","All","Very High (9-10)","N/A","37.25","42.5","32","-"
"Happiness","2012","Black / African / Caribbean / Black British","All","All","High (7-8)","N/A","35.34","37.42","33.26","-"
"Happiness","2012","Black / African / Caribbean / Black British","All","All","Low (0-4)","N/A","13.51","14.91","12.11","-"
"Happiness","2012","Black / African / Caribbean / Black British","All","All","Medium (5-6)","N/A","21.8","23.6","19.99","-"
"Happiness","2012","Black / African / Caribbean / Black British","All","All","Very High (9-10)","N/A","29.35","31.31","27.39","-"
"Happiness","2013","Black / African / Caribbean / Black British","All","All","High (7-8)","N/A","35.58","37.7","33.46","-"
"Happiness","2013","Black / African / Caribbean / Black British","All","All","Low (0-4)","N/A","13.06","14.53","11.59","-"
"Happiness","2013","Black / African / Caribbean / Black British","All","All","Medium (5-6)","N/A","19","20.64","17.36","-"
"Happiness","2013","Black / African / Caribbean / Black British","All","All","Very High (9-10)","N/A","32.37","34.45","30.29","-"
"Happiness","2014","Black / African / Caribbean / Black British","All","All","High (7-8)","N/A","36.33","38.41","34.24","-"
"Happiness","2014","Black / African / Caribbean / Black British","All","All","Low (0-4)","N/A","9.61","10.81","8.4","-"
"Happiness","2014","Black / African / Caribbean / Black British","All","All","Medium (5-6)","N/A","21.04","22.83","19.25","-"
"Happiness","2014","Black / African / Caribbean / Black British","All","All","Very High (9-10)","N/A","33.02","35.15","30.9","-"
"Happiness","2015","Black / African / Caribbean / Black British","All","All","High (7-8)","N/A","37.27","39.36","35.17","-"
"Happiness","2015","Black / African / Caribbean / Black British","All","All","Low (0-4)","N/A","10.31","11.66","8.97","-"
"Happiness","2015","Black / African / Caribbean / Black British","All","All","Medium (5-6)","N/A","19.88","21.54","18.23","-"
"Happiness","2015","Black / African / Caribbean / Black British","All","All","Very High (9-10)","N/A","32.54","34.57","30.5","-"
"Happiness","2016","Black / African / Caribbean / Black British","All","All","High (7-8)","N/A","35.91","38.04","33.78","-"
"Happiness","2016","Black / African / Caribbean / Black British","All","All","Low (0-4)","N/A","10.03","11.35","8.71","-"
"Happiness","2016","Black / African / Caribbean / Black British","All","All","Medium (5-6)","N/A","19.67","21.49","17.85","-"
"Happiness","2016","Black / African / Caribbean / Black British","All","All","Very High (9-10)","N/A","34.39","36.53","32.26","-"
"Happiness","2012","Chinese","All","All","High (7-8)","N/A","46.73","52.2","41.27","-"
"Happiness","2012","Chinese","All","All","Low (0-4)","N/A","5.76","7.75","3.76","-"
"Happiness","2012","Chinese","All","All","Medium (5-6)","N/A","20.24","24.34","16.15","-"
"Happiness","2012","Chinese","All","All","Very High (9-10)","N/A","27.26","32.02","22.5","-"
"Happiness","2013","Chinese","All","All","High (7-8)","N/A","47.5","53.55","41.45","-"
"Happiness","2013","Chinese","All","All","Low (0-4)","N/A","7.03","9.61","4.44","-"
"Happiness","2013","Chinese","All","All","Medium (5-6)","N/A","16.03","19.74","12.32","-"
"Happiness","2013","Chinese","All","All","Very High (9-10)","N/A","29.44","34.7","24.19","-"
"Happiness","2014","Chinese","All","All","High (7-8)","N/A","38.78","43.8","33.76","-"
"Happiness","2014","Chinese","All","All","Low (0-4)","N/A","4.9","6.61","3.18","-"
"Happiness","2014","Chinese","All","All","Medium (5-6)","N/A","22.23","27.92","16.53","-"
"Happiness","2014","Chinese","All","All","Very High (9-10)","N/A","34.1","39.23","28.96","-"
"Happiness","2015","Chinese","All","All","High (7-8)","N/A","45.67","51","40.33","-"
"Happiness","2015","Chinese","All","All","Low (0-4)","N/A","?","?","?","-"
"Happiness","2015","Chinese","All","All","Medium (5-6)","N/A","14.89","18.45","11.33","-"
"Happiness","2015","Chinese","All","All","Very High (9-10)","N/A","33.53","39.06","28","-"
"Happiness","2016","Chinese","All","All","High (7-8)","N/A","45.74","51.07","40.42","-"
"Happiness","2016","Chinese","All","All","Low (0-4)","N/A","?","?","?","-"
"Happiness","2016","Chinese","All","All","Medium (5-6)","N/A","18.39","22.46","14.32","-"
"Happiness","2016","Chinese","All","All","Very High (9-10)","N/A","30.67","35.42","25.92","-"
"Happiness","2012","Gypsy / Traveller / Irish Traveller","All","All","High (7-8)","N/A","?","?","?","-"
"Happiness","2012","Gypsy / Traveller / Irish Traveller","All","All","Low (0-4)","N/A","?","?","?","-"
"Happiness","2012","Gypsy / Traveller / Irish Traveller","All","All","Medium (5-6)","N/A","?","?","?","-"
"Happiness","2012","Gypsy / Traveller / Irish Traveller","All","All","Very High (9-10)","N/A","?","?","?","-"
"Happiness","2013","Gypsy / Traveller / Irish Traveller","All","All","High (7-8)","N/A","?","?","?","-"
"Happiness","2013","Gypsy / Traveller / Irish Traveller","All","All","Low (0-4)","N/A","?","?","?","-"
"Happiness","2013","Gypsy / Traveller / Irish Traveller","All","All","Medium (5-6)","N/A","?","?","?","-"
"Happiness","2013","Gypsy / Traveller / Irish Traveller","All","All","Very High (9-10)","N/A","?","?","?","-"
"Happiness","2014","Gypsy / Traveller / Irish Traveller","All","All","High (7-8)","N/A","?","?","?","-"
"Happiness","2014","Gypsy / Traveller / Irish Traveller","All","All","Low (0-4)","N/A","?","?","?","-"
"Happiness","2014","Gypsy / Traveller / Irish Traveller","All","All","Medium (5-6)","N/A","?","?","?","-"
"Happiness","2014","Gypsy / Traveller / Irish Traveller","All","All","Very High (9-10)","N/A","?","?","?","-"
"Happiness","2015","Gypsy / Traveller / Irish Traveller","All","All","High (7-8)","N/A","?","?","?","-"
"Happiness","2015","Gypsy / Traveller / Irish Traveller","All","All","Low (0-4)","N/A","?","?","?","-"
"Happiness","2015","Gypsy / Traveller / Irish Traveller","All","All","Medium (5-6)","N/A","?","?","?","-"
"Happiness","2015","Gypsy / Traveller / Irish Traveller","All","All","Very High (9-10)","N/A","?","?","?","-"
"Happiness","2016","Gypsy / Traveller / Irish Traveller","All","All","High (7-8)","N/A","?","?","?","-"
"Happiness","2016","Gypsy / Traveller / Irish Traveller","All","All","Low (0-4)","N/A","?","?","?","-"
"Happiness","2016","Gypsy / Traveller / Irish Traveller","All","All","Medium (5-6)","N/A","?","?","?","-"
"Happiness","2016","Gypsy / Traveller / Irish Traveller","All","All","Very High (9-10)","N/A","?","?","?","-"
"Happiness","2012","Indian","All","All","High (7-8)","N/A","37.77","40.08","35.45","-"
"Happiness","2012","Indian","All","All","Low (0-4)","N/A","8.94","10.26","7.61","-"
"Happiness","2012","Indian","All","All","Medium (5-6)","N/A","17.56","19.32","15.8","-"
"Happiness","2012","Indian","All","All","Very High (9-10)","N/A","35.73","38.21","33.26","-"
"Happiness","2013","Indian","All","All","High (7-8)","N/A","43.38","45.71","41.06","-"
"Happiness","2013","Indian","All","All","Low (0-4)","N/A","6.95","8.07","5.83","-"
"Happiness","2013","Indian","All","All","Medium (5-6)","N/A","16.99","18.72","15.26","-"
"Happiness","2013","Indian","All","All","Very High (9-10)","N/A","32.68","35","30.36","-"
"Happiness","2014","Indian","All","All","High (7-8)","N/A","41.71","43.99","39.42","-"
"Happiness","2014","Indian","All","All","Low (0-4)","N/A","6.4","7.46","5.33","-"
"Happiness","2014","Indian","All","All","Medium (5-6)","N/A","17","18.79","15.21","-"
"Happiness","2014","Indian","All","All","Very High (9-10)","N/A","34.9","37.19","32.61","-"
"Happiness","2015","Indian","All","All","High (7-8)","N/A","43.21","45.63","40.78","-"
"Happiness","2015","Indian","All","All","Low (0-4)","N/A","5.52","6.62","4.43","-"
"Happiness","2015","Indian","All","All","Medium (5-6)","N/A","15.47","17.19","13.75","-"
"Happiness","2015","Indian","All","All","Very High (9-10)","N/A","35.8","38.21","33.39","-"
"Happiness","2016","Indian","All","All","High (7-8)","N/A","39.51","41.81","37.22","-"
"Happiness","2016","Indian","All","All","Low (0-4)","N/A","5.28","6.26","4.31","-"
"Happiness","2016","Indian","All","All","Medium (5-6)","N/A","16.66","18.58","14.74","-"
"Happiness","2016","Indian","All","All","Very High (9-10)","N/A","38.55","40.94","36.15","-"
"Happiness","2012","Mixed / Multiple ethnic groups","All","All","High (7-8)","N/A","41.26","45.25","37.27","-"
"Happiness","2012","Mixed / Multiple ethnic groups","All","All","Low (0-4)","N/A","11.59","14.05","9.13","-"
"Happiness","2012","Mixed / Multiple ethnic groups","All","All","Medium (5-6)","N/A","22.42","25.79","19.04","-"
"Happiness","2012","Mixed / Multiple ethnic groups","All","All","Very High (9-10)","N/A","24.73","28.13","21.34","-"
"Happiness","2013","Mixed / Multiple ethnic groups","All","All","High (7-8)","N/A","39.36","43.55","35.16","-"
"Happiness","2013","Mixed / Multiple ethnic groups","All","All","Low (0-4)","N/A","12.42","15.75","9.09","-"
"Happiness","2013","Mixed / Multiple ethnic groups","All","All","Medium (5-6)","N/A","16.3","19.32","13.28","-"
"Happiness","2013","Mixed / Multiple ethnic groups","All","All","Very High (9-10)","N/A","31.93","35.96","27.89","-"
"Happiness","2014","Mixed / Multiple ethnic groups","All","All","High (7-8)","N/A","37.06","40.79","33.33","-"
"Happiness","2014","Mixed / Multiple ethnic groups","All","All","Low (0-4)","N/A","13.16","15.68","10.64","-"
"Happiness","2014","Mixed / Multiple ethnic groups","All","All","Medium (5-6)","N/A","21.13","24.31","17.94","-"
"Happiness","2014","Mixed / Multiple ethnic groups","All","All","Very High (9-10)","N/A","28.65","32.08","25.22","-"
"Happiness","2015","Mixed / Multiple ethnic groups","All","All","High (7-8)","N/A","40.99","44.89","37.09","-"
"Happiness","2015","Mixed / Multiple ethnic groups","All","All","Low (0-4)","N/A","10.04","12.4","7.68","-"
"Happiness","2015","Mixed / Multiple ethnic groups","All","All","Medium (5-6)","N/A","20.16","23.38","16.95","-"
"Happiness","2015","Mixed / Multiple ethnic groups","All","All","Very High (9-10)","N/A","28.8","32.32","25.28","-"
"Happiness","2016","Mixed / Multiple ethnic groups","All","All","High (7-8)","N/A","43.37","47.46","39.27","-"
"Happiness","2016","Mixed / Multiple ethnic groups","All","All","Low (0-4)","N/A","9.4","11.58","7.21","-"
"Happiness","2016","Mixed / Multiple ethnic groups","All","All","Medium (5-6)","N/A","16.47","19.98","12.96","-"
"Happiness","2016","Mixed / Multiple ethnic groups","All","All","Very High (9-10)","N/A","30.77","34.53","27","-"
"Happiness","2012","Other Asian background","All","All","High (7-8)","N/A","40.46","44.03","36.88","-"
"Happiness","2012","Other Asian background","All","All","Low (0-4)","N/A","9.51","11.72","7.3","-"
"Happiness","2012","Other Asian background","All","All","Medium (5-6)","N/A","18.54","21.48","15.6","-"
"Happiness","2012","Other Asian background","All","All","Very High (9-10)","N/A","31.49","34.85","28.13","-"
"Happiness","2013","Other Asian background","All","All","High (7-8)","N/A","38.53","42.47","34.6","-"
"Happiness","2013","Other Asian background","All","All","Low (0-4)","N/A","9.12","11.5","6.75","-"
"Happiness","2013","Other Asian background","All","All","Medium (5-6)","N/A","17.71","20.94","14.47","-"
"Happiness","2013","Other Asian background","All","All","Very High (9-10)","N/A","34.64","38.6","30.67","-"
"Happiness","2014","Other Asian background","All","All","High (7-8)","N/A","43.63","47.63","39.62","-"
"Happiness","2014","Other Asian background","All","All","Low (0-4)","N/A","7.25","9.28","5.22","-"
"Happiness","2014","Other Asian background","All","All","Medium (5-6)","N/A","17.7","20.71","14.69","-"
"Happiness","2014","Other Asian background","All","All","Very High (9-10)","N/A","31.42","34.81","28.04","-"
"Happiness","2015","Other Asian background","All","All","High (7-8)","N/A","41.61","45.53","37.69","-"
"Happiness","2015","Other Asian background","All","All","Low (0-4)","N/A","8.95","11.33","6.57","-"
"Happiness","2015","Other Asian background","All","All","Medium (5-6)","N/A","15.45","18.01","12.88","-"
"Happiness","2015","Other Asian background","All","All","Very High (9-10)","N/A","33.99","37.58","30.41","-"
"Happiness","2016","Other Asian background","All","All","High (7-8)","N/A","43.43","47.18","39.68","-"
"Happiness","2016","Other Asian background","All","All","Low (0-4)","N/A","6.03","7.67","4.4","-"
"Happiness","2016","Other Asian background","All","All","Medium (5-6)","N/A","16.26","18.93","13.58","-"
"Happiness","2016","Other Asian background","All","All","Very High (9-10)","N/A","34.28","37.89","30.68","-"
"Happiness","2012","Other ethnic group","All","All","High (7-8)","N/A","39.28","42.69","35.87","-"
"Happiness","2012","Other ethnic group","All","All","Low (0-4)","N/A","12.49","14.73","10.25","-"
"Happiness","2012","Other ethnic group","All","All","Medium (5-6)","N/A","19.68","22.5","16.86","-"
"Happiness","2012","Other ethnic group","All","All","Very High (9-10)","N/A","28.55","31.71","25.38","-"
"Happiness","2013","Other ethnic group","All","All","High (7-8)","N/A","39.74","42.96","36.53","-"
"Happiness","2013","Other ethnic group","All","All","Low (0-4)","N/A","11.32","13.34","9.31","-"
"Happiness","2013","Other ethnic group","All","All","Medium (5-6)","N/A","18.53","21.07","16","-"
"Happiness","2013","Other ethnic group","All","All","Very High (9-10)","N/A","30.4","33.54","27.27","-"
"Happiness","2014","Other ethnic group","All","All","High (7-8)","N/A","40.81","44.18","37.43","-"
"Happiness","2014","Other ethnic group","All","All","Low (0-4)","N/A","7.85","9.6","6.1","-"
"Happiness","2014","Other ethnic group","All","All","Medium (5-6)","N/A","18.98","21.5","16.46","-"
"Happiness","2014","Other ethnic group","All","All","Very High (9-10)","N/A","32.37","35.71","29.02","-"
"Happiness","2015","Other ethnic group","All","All","High (7-8)","N/A","40.6","43.96","37.25","-"
"Happiness","2015","Other ethnic group","All","All","Low (0-4)","N/A","8.96","10.89","7.03","-"
"Happiness","2015","Other ethnic group","All","All","Medium (5-6)","N/A","17.64","20.16","15.12","-"
"Happiness","2015","Other ethnic group","All","All","Very High (9-10)","N/A","32.8","35.92","29.67","-"
"Happiness","2016","Other ethnic group","All","All","High (7-8)","N/A","42.89","46.39","39.38","-"
"Happiness","2016","Other ethnic group","All","All","Low (0-4)","N/A","6.72","8.45","4.99","-"
"Happiness","2016","Other ethnic group","All","All","Medium (5-6)","N/A","16.46","19.08","13.83","-"
"Happiness","2016","Other ethnic group","All","All","Very High (9-10)","N/A","33.94","37.27","30.6","-"
"Happiness","2012","Pakistani","All","All","High (7-8)","N/A","37.25","40.39","34.11","-"
"Happiness","2012","Pakistani","All","All","Low (0-4)","N/A","12.88","15.05","10.71","-"
"Happiness","2012","Pakistani","All","All","Medium (5-6)","N/A","19.19","21.6","16.78","-"
"Happiness","2012","Pakistani","All","All","Very High (9-10)","N/A","30.68","33.59","27.77","-"
"Happiness","2013","Pakistani","All","All","High (7-8)","N/A","35.66","38.63","32.69","-"
"Happiness","2013","Pakistani","All","All","Low (0-4)","N/A","12.3","14.43","10.17","-"
"Happiness","2013","Pakistani","All","All","Medium (5-6)","N/A","19.96","22.54","17.38","-"
"Happiness","2013","Pakistani","All","All","Very High (9-10)","N/A","32.07","35.11","29.03","-"
"Happiness","2014","Pakistani","All","All","High (7-8)","N/A","36.02","39.09","32.95","-"
"Happiness","2014","Pakistani","All","All","Low (0-4)","N/A","9.26","11.03","7.49","-"
"Happiness","2014","Pakistani","All","All","Medium (5-6)","N/A","20.34","22.83","17.85","-"
"Happiness","2014","Pakistani","All","All","Very High (9-10)","N/A","34.38","37.32","31.43","-"
"Happiness","2015","Pakistani","All","All","High (7-8)","N/A","39.26","42.45","36.07","-"
"Happiness","2015","Pakistani","All","All","Low (0-4)","N/A","8","9.68","6.33","-"
"Happiness","2015","Pakistani","All","All","Medium (5-6)","N/A","16.69","19.09","14.28","-"
"Happiness","2015","Pakistani","All","All","Very High (9-10)","N/A","36.06","39.38","32.73","-"
"Happiness","2016","Pakistani","All","All","High (7-8)","N/A","38.84","41.96","35.72","-"
"Happiness","2016","Pakistani","All","All","Low (0-4)","N/A","9.51","11.4","7.63","-"
"Happiness","2016","Pakistani","All","All","Medium (5-6)","N/A","15.96","18.43","13.5","-"
"Happiness","2016","Pakistani","All","All","Very High (9-10)","N/A","35.69","38.8","32.57","-"
"Happiness","2012","All","All","All","High (7-8)","N/A","40.19","40.51","39.88","-"
"Happiness","2012","All","All","All","Low (0-4)","N/A","10.38","10.58","10.18","-"
"Happiness","2012","All","All","All","Medium (5-6)","N/A","17.94","18.19","17.7","-"
"Happiness","2012","All","All","All","Very High (9-10)","N/A","31.49","31.79","31.18","-"
"Happiness","2013","All","All","All","High (7-8)","N/A","40.83","41.15","40.5","-"
"Happiness","2013","All","All","All","Low (0-4)","N/A","9.8","9.99","9.6","-"
"Happiness","2013","All","All","All","Medium (5-6)","N/A","17.09","17.34","16.84","-"
"Happiness","2013","All","All","All","Very High (9-10)","N/A","32.28","32.59","31.97","-"
"Happiness","2014","All","All","All","High (7-8)","N/A","40.37","40.69","40.04","-"
"Happiness","2014","All","All","All","Low (0-4)","N/A","9.11","9.29","8.92","-"
"Happiness","2014","All","All","All","Medium (5-6)","N/A","16.81","17.05","16.56","-"
"Happiness","2014","All","All","All","Very High (9-10)","N/A","33.72","34.04","33.4","-"
"Happiness","2015","All","All","All","High (7-8)","N/A","40.6","40.92","40.27","-"
"Happiness","2015","All","All","All","Low (0-4)","N/A","8.69","8.87","8.5","-"
"Happiness","2015","All","All","All","Medium (5-6)","N/A","16.48","16.73","16.23","-"
"Happiness","2015","All","All","All","Very High (9-10)","N/A","34.24","34.56","33.91","-"
"Happiness","2016","All","All","All","High (7-8)","N/A","40.43","40.77","40.09","-"
"Happiness","2016","All","All","All","Low (0-4)","N/A","8.69","8.88","8.49","-"
"Happiness","2016","All","All","All","Medium (5-6)","N/A","16.31","16.56","16.05","-"
"Happiness","2016","All","All","All","Very High (9-10)","N/A","34.58","34.91","34.25","-"
"Happiness","2012","White","All","All","High (7-8)","N/A","40.43","40.76","40.1","-"
"Happiness","2012","White","All","All","Low (0-4)","N/A","10.28","10.49","10.07","-"
"Happiness","2012","White","All","All","Medium (5-6)","N/A","17.7","17.95","17.44","-"
"Happiness","2012","White","All","All","Very High (9-10)","N/A","31.59","31.91","31.28","-"
"Happiness","2013","White","All","All","High (7-8)","N/A","41","41.34","40.67","-"
"Happiness","2013","White","All","All","Low (0-4)","N/A","9.72","9.92","9.52","-"
"Happiness","2013","White","All","All","Medium (5-6)","N/A","16.96","17.22","16.71","-"
"Happiness","2013","White","All","All","Very High (9-10)","N/A","32.32","32.64","31.99","-"
"Happiness","2014","White","All","All","High (7-8)","N/A","40.54","40.88","40.2","-"
"Happiness","2014","White","All","All","Low (0-4)","N/A","9.18","9.38","8.99","-"
